place_name,state,postcode,latitude,longitude,lga_name,category
Glen Innes,New South Wales,2370,-29.72278179,151.68875374,Glen Innes Severn,Regional centres and other regional areas
Glen Martin,New South Wales,2321,-32.53270739,151.84710327,Dungog,Regional centres and other regional areas
Glen Nevis,New South Wales,2365,-29.91620059,152.22889002,Glen Innes Severn,Regional centres and other regional areas
Glen Oak,New South Wales,2320,-32.6056801,151.70814301,Port Stephens,Regional centres and other regional areas
Glen Ward,New South Wales,2422,-31.82216136,151.65704802,Mid-Coast,Regional centres and other regional areas
Glen William,New South Wales,2321,-32.51357989,151.80930777,Dungog,Regional centres and other regional areas
Glenbawn,New South Wales,2337,-32.07352225,151.01685204,Upper Hunter,Regional centres and other regional areas
Glenbrook,New South Wales,2773,-33.76366136,150.62577386,Blue Mountains,Regional centres and other regional areas
Glencoe (NSW),New South Wales,2365,-29.92867784,151.71389825,Glen Innes Severn,Regional centres and other regional areas
Glendale (NSW),New South Wales,2285,-32.92800969,151.64836379,Lake Macquarie,Cities and major regional centres
Glendon,New South Wales,2330,-32.58689713,151.28508616,Singleton,Regional centres and other regional areas
Glendon Brook,New South Wales,2330,-32.48963997,151.40845544,Singleton,Regional centres and other regional areas
Glenelg (NSW),New South Wales,2810,-33.73954209,148.09524299,Weddin,Regional centres and other regional areas
Glenellen,New South Wales,2642,-35.88466581,146.90373929,Greater Hume,Regional centres and other regional areas
Glenfield Park,New South Wales,2650,-35.13723822,147.3328495,Wagga Wagga,Regional centres and other regional areas
Glengarrie,New South Wales,2486,-28.23203298,153.39948623,Tweed,Regional centres and other regional areas
Gleniffer,New South Wales,2454,-30.38085016,152.8858488,Bellingen,Regional centres and other regional areas
Glennies Creek,New South Wales,2330,-32.45573688,151.10887946,Singleton,Regional centres and other regional areas
Glenning Valley,New South Wales,2261,-33.35219254,151.42187732,Central Coast (NSW),Regional centres and other regional areas
Glenquarry,New South Wales,2576,-34.53517294,150.46487345,Wingecarribee,Regional centres and other regional areas
Glenreagh,New South Wales,2450,-30.08225527,152.95550308,Clarence Valley,Regional centres and other regional areas
Glenridding,New South Wales,2330,-32.58879508,151.15948273,Singleton,Regional centres and other regional areas
Glenrock (NSW),New South Wales,2337,-31.6588574,151.40997169,Upper Hunter,Regional centres and other regional areas
Glenroy (Albury - NSW),New South Wales,2640,-36.0515271,146.8994001,Albury,Regional centres and other regional areas
Glenroy (Snowy Valleys - NSW),New South Wales,2653,-35.74859872,147.88269899,Snowy Valleys,Regional centres and other regional areas
Glenthorne,New South Wales,2430,-31.92786276,152.47880844,Mid-Coast,Regional centres and other regional areas
Glenugie,New South Wales,2460,-29.8014163,153.03893362,Clarence Valley,Regional centres and other regional areas
Glenworth Valley,New South Wales,2250,-33.40725989,151.1842177,Central Coast (NSW),Regional centres and other regional areas
Glossodia,New South Wales,2756,-33.53206553,150.78454853,Hawkesbury,Regional centres and other regional areas
Gloucester,New South Wales,2422,-32.01781411,151.96078254,Mid-Coast,Regional centres and other regional areas
Gloucester Tops,New South Wales,2422,-32.06616288,151.61961972,Mid-Coast,Regional centres and other regional areas
Goat Island,New South Wales,2477,-28.98912903,153.4578793,Ballina,Regional centres and other regional areas
Gobarralong,New South Wales,2722,-34.95192713,148.35564192,Cootamundra-Gundagai,Regional centres and other regional areas
Gobbagombalin,New South Wales,2650,-35.06351721,147.31072788,Wagga Wagga,Regional centres and other regional areas
Gocup,New South Wales,2720,-35.24596803,148.18709524,Snowy Valleys,Regional centres and other regional areas
Godfreys Creek,New South Wales,2586,-34.13662888,148.71475733,Hilltops,Regional centres and other regional areas
Gogeldrie,New South Wales,2705,-34.58499882,146.2819825,Leeton,Regional centres and other regional areas
Gol Gol,New South Wales,2738,-34.16867427,142.2255438,Wentworth,Regional centres and other regional areas
Gollan,New South Wales,2820,-32.25376083,149.04594493,Dubbo,Regional centres and other regional areas
Golspie,New South Wales,2580,-34.25573326,149.67301493,Upper Lachlan,Regional centres and other regional areas
Gongolgon,New South Wales,2839,-30.45336225,146.87122256,Brewarrina,Regional centres and other regional areas
Gonn,New South Wales,2732,-35.47506772,143.99756479,Murray River,Regional centres and other regional areas
Gooandra,New South Wales,2629,-35.82960928,148.62993158,Snowy Monaro,Regional centres and other regional areas
Goobarragandra,New South Wales,2720,-35.44219052,148.50409666,Snowy Valleys,Regional centres and other regional areas
Good Forest,New South Wales,2790,-33.59410642,150.09865828,Lithgow,Regional centres and other regional areas
Good Hope,New South Wales,2582,-34.90088354,148.85255415,Yass Valley,Regional centres and other regional areas
Goodmans Ford,New South Wales,2575,-34.32676761,150.08501924,Wingecarribee,Regional centres and other regional areas
Goodnight,New South Wales,2736,-34.92173008,143.37664646,Murray River,Regional centres and other regional areas
Goodooga,New South Wales,2838,-29.24841881,147.41571904,Brewarrina,Regional centres and other regional areas
Goodwood Island,New South Wales,2469,-29.37872125,153.30719428,Clarence Valley,Regional centres and other regional areas
Googong,New South Wales,2620,-35.44462417,149.22628838,Queanbeyan-Palerang,Regional centres and other regional areas
Goolgowi,New South Wales,2652,-33.94732653,145.73684104,Carrathool,Regional centres and other regional areas
Goolhi,New South Wales,2379,-31.01340868,149.73080267,Warrumbungle,Regional centres and other regional areas
Goolma,New South Wales,2852,-32.36285533,149.2367999,Mid-Western,Regional centres and other regional areas
Goolmangar,New South Wales,2480,-28.74931949,153.22807009,Lismore,Regional centres and other regional areas
Gooloogong,New South Wales,2805,-33.66352668,148.42817526,Cowra,Regional centres and other regional areas
Goombargana,New South Wales,2646,-35.74152356,146.56849771,Greater Hume,Regional centres and other regional areas
Goonellabah,New South Wales,2480,-28.82202425,153.33077639,Lismore,Regional centres and other regional areas
Goonengerry,New South Wales,2482,-28.60437708,153.430624,Byron,Regional centres and other regional areas
Goonoo Forest,New South Wales,2830,-32.01452562,148.87835548,Dubbo,Regional centres and other regional areas
Goonoo Goonoo,New South Wales,2340,-31.28726474,150.9128075,Tamworth,Regional centres and other regional areas
Goonumbla,New South Wales,2870,-32.93743859,148.06022148,Parkes,Regional centres and other regional areas
Goorangoola,New South Wales,2330,-32.28726553,151.19770325,Singleton,Regional centres and other regional areas
Goorianawa,New South Wales,2396,-31.1466858,148.99344157,Warrumbungle,Regional centres and other regional areas
Gorge Creek,New South Wales,2469,-28.74666351,152.7107889,Kyogle,Regional centres and other regional areas
Gormans Hill,New South Wales,2795,-33.47245005,149.59489539,Bathurst,Regional centres and other regional areas
Gorokan,New South Wales,2263,-33.25499951,151.50599617,Central Coast (NSW),Regional centres and other regional areas
Gosford,New South Wales,2250,-33.42653568,151.34618913,Central Coast (NSW),Regional centres and other regional areas
Gosforth,New South Wales,2320,-32.65232221,151.48974471,Maitland,Regional centres and other regional areas
Gostwyck,New South Wales,2358,-30.69988472,151.60614618,Uralla,Regional centres and other regional areas
Goulburn,New South Wales,2580,-34.74793422,149.72776392,Goulburn Mulwaree,Regional centres and other regional areas
Gouldsville,New South Wales,2330,-32.5795152,151.08879285,Singleton,Regional centres and other regional areas
Gowan,New South Wales,2795,-33.15368508,149.34717032,Cabonne,Regional centres and other regional areas
Gowang,New South Wales,2357,-31.42597596,149.07433192,Warrumbungle,Regional centres and other regional areas
Gowrie (Singleton - NSW),New South Wales,2330,-32.56450532,151.14768247,Singleton,Regional centres and other regional areas
Gowrie (Tamworth Regional - NSW),New South Wales,2340,-31.35442423,150.84371924,Tamworth,Regional centres and other regional areas
Grabben Gullen,New South Wales,2583,-34.53084622,149.38315259,Upper Lachlan,Regional centres and other regional areas
Gradys Creek,New South Wales,2474,-28.40315644,152.94150487,Kyogle,Regional centres and other regional areas
Grafton,New South Wales,2460,-29.68091476,152.93378942,Clarence Valley,Regional centres and other regional areas
Gragin,New South Wales,2403,-29.56155793,150.78488699,Inverell,Regional centres and other regional areas
Grahamstown,New South Wales,2729,-35.25383544,148.02608289,Snowy Valleys,Regional centres and other regional areas
Graman,New South Wales,2360,-29.43720678,150.91480949,Inverell,Regional centres and other regional areas
Grants Beach,New South Wales,2445,-31.61719823,152.82100474,Port Macquarie-Hastings,Regional centres and other regional areas
Grassy Head,New South Wales,2441,-30.78444025,152.98577968,Kempsey,Regional centres and other regional areas
Grattai,New South Wales,2850,-32.66787009,149.49524495,Mid-Western,Regional centres and other regional areas
Gravesend,New South Wales,2401,-29.6308801,150.32362413,Gwydir,Regional centres and other regional areas
Great Marlow,New South Wales,2460,-29.64025178,152.98963633,Clarence Valley,Regional centres and other regional areas
Green Cape,New South Wales,2551,-37.21087538,149.99358077,Bega Valley,Regional centres and other regional areas
Green Creek,New South Wales,2338,-31.78786036,151.03464976,Upper Hunter,Regional centres and other regional areas
Green Forest,New South Wales,2471,-28.96329978,153.36603986,Lismore,Regional centres and other regional areas
Green Gully (NSW),New South Wales,2850,-32.79171591,149.68164331,Mid-Western,Regional centres and other regional areas
Green Hills (Armidale Regional - NSW),New South Wales,2365,-30.26725003,151.78692025,Armidale,Regional centres and other regional areas
Green Hills (Snowy Valleys - NSW),New South Wales,2730,-35.54632483,148.02921869,Snowy Valleys,Regional centres and other regional areas
Green Pigeon,New South Wales,2474,-28.48695599,153.07141177,Kyogle,Regional centres and other regional areas
Green Point (Central Coast - NSW),New South Wales,2251,-33.45326824,151.37796301,Central Coast (NSW),Regional centres and other regional areas
Green Point (Mid-Coast - NSW),New South Wales,2428,-32.25035087,152.51775609,Mid-Coast,Regional centres and other regional areas
Greendale (Bega Valley - NSW),New South Wales,2550,-36.5845287,149.86149907,Bega Valley,Regional centres and other regional areas
Greenethorpe,New South Wales,2809,-34.02929404,148.38875734,Weddin,Regional centres and other regional areas
Greengrove,New South Wales,2250,-33.37876216,151.15744693,Central Coast (NSW),Regional centres and other regional areas
Greenhill (NSW),New South Wales,2440,-31.04845354,152.80528152,Kempsey,Regional centres and other regional areas
Greenlands (Singleton - NSW),New South Wales,2330,-32.36143346,151.16672243,Singleton,Regional centres and other regional areas
Greenlands (Snowy Monaro Regional - NSW),New South Wales,2631,-36.51097684,149.45179386,Snowy Monaro,Regional centres and other regional areas
Greenleigh,New South Wales,2620,-35.36705003,149.25328016,Queanbeyan-Palerang,Regional centres and other regional areas
Greenridge,New South Wales,2471,-28.89980553,153.1161073,Richmond Valley,Regional centres and other regional areas
Greenwell Point,New South Wales,2540,-34.91073931,150.73042729,Shoalhaven,Regional centres and other regional areas
Greenwich Park,New South Wales,2580,-34.60013581,149.91178515,Upper Lachlan,Regional centres and other regional areas
Greg Greg,New South Wales,2642,-36.06326201,148.0708796,Snowy Valleys,Regional centres and other regional areas
Gregadoo,New South Wales,2650,-35.23910801,147.43189106,Wagga Wagga,Regional centres and other regional areas
Greigs Flat,New South Wales,2549,-36.97436497,149.84951006,Bega Valley,Regional centres and other regional areas
Grenfell,New South Wales,2810,-33.92847492,148.1860161,Weddin,Regional centres and other regional areas
Gresford,New South Wales,2311,-32.41273277,151.50036406,Dungog,Regional centres and other regional areas
Greta (NSW),New South Wales,2334,-32.68898797,151.38671554,Cessnock,Regional centres and other regional areas
Greta Main,New South Wales,2325,-32.88882938,151.28258495,Cessnock,Regional centres and other regional areas
